userId,mean_user_rating,views_per_day,log_total_views,user_cluster
2675,3.25,100.0,4.61512051684126,0
1450,3.568421052631579,95.0,4.564348191467836,0
1380,3.3823529411764706,34.0,3.5553480614894135,0
4976,3.684563758389262,149.0,5.0106352940962555,0
3938,3.7435897435897436,39.0,3.6888794541139363,0
5771,3.4166666666666665,72.0,4.290459441148391,0
1685,3.485148514851485,4.809523809523809,4.624972813284271,1
2758,4.0,49.0,3.912023005428146,0
4800,3.8857142857142857,35.0,3.58351893845611,0
5976,3.260869565217391,46.0,3.8501476017100584,0
6640,3.813953488372093,43.0,3.784189633918261,0
2297,2.96,25.0,3.258096538021482,0
6451,2.7560975609756095,0.2469879518072289,3.7376696182833684,1
5568,3.48,25.0,3.258096538021482,0
3273,3.46218487394958,0.8925,5.8805329864007,1
736,3.875,40.0,3.713572066704308,0
1402,3.6944444444444446,36.0,3.6109179126442243,0
728,3.3636363636363638,22.0,3.1354942159291497,0
3489,3.3703703703703702,27.0,3.332204510175204,0
3408,3.96,50.0,3.9318256327243257,0
623,3.2,35.0,3.58351893845611,0
5640,4.48995983935743,249.0,5.521460917862246,0
160,3.3594771241830066,153.0,5.0369526024136295,0
4678,3.942528735632184,87.0,4.477336814478207,0
1019,4.134146341463414,82.0,4.418840607796598,0
142,3.375,64.0,4.174387269895637,0
463,3.8875,80.0,4.394449154672439,0
5397,3.2448979591836733,49.0,3.912023005428146,0
1881,3.7578947368421054,95.0,4.564348191467836,0
1220,3.4375,32.0,3.4965075614664802,0
231,3.7037037037037037,27.0,3.332204510175204,0
1702,3.343283582089552,1.3673469387755102,4.219507705176107,1
1230,3.6357615894039736,151.0,5.0238805208462765,0
6358,3.8333333333333335,48.0,3.8918202981106265,0
5873,3.057142857142857,23.333333333333332,4.2626798770413155,0
5169,3.481012658227848,79.0,4.382026634673881,0
1026,3.581818181818182,0.4700854700854701,4.02535169073515,1
3872,3.6545454545454548,55.0,4.02535169073515,0
4193,3.9047619047619047,147.0,4.997212273764115,0
5292,4.059259259259259,0.34974093264248707,4.912654885736052,1
2049,3.3333333333333335,24.0,3.2188758248682006,0
4023,3.3707865168539324,89.0,4.499809670330265,0
1302,3.98,100.0,4.61512051684126,0
5745,3.0576923076923075,104.0,4.653960350157523,0
2430,3.5918367346938775,0.545201668984701,5.973809611869261,1
286,3.53125,64.0,4.174387269895637,0
5955,4.076923076923077,26.0,3.295836866004329,0
6083,3.533333333333333,45.0,3.828641396489095,0
4552,4.363636363636363,22.0,3.1354942159291497,0
2512,3.7777777777777777,45.0,3.828641396489095,0
5831,3.72,0.20161290322580644,4.330733340286331,1
1203,3.0434782608695654,23.0,3.1780538303479458,0
4090,3.4244604316546763,0.5864978902953587,4.941642422609304,1
5851,3.688888888888889,45.0,3.828641396489095,0
296,3.88,25.0,3.258096538021482,0
2554,3.8395061728395063,81.0,4.406719247264253,0
6383,3.683333333333333,60.0,4.110873864173311,0
2508,3.5,64.0,4.174387269895637,0
6497,3.236559139784946,46.5,4.543294782270004,0
3107,3.5510204081632653,49.0,3.912023005428146,0
8,3.8,5.384615384615385,4.2626798770413155,1
5404,3.064516129032258,62.0,4.143134726391533,0
1181,3.430379746835443,79.0,4.382026634673881,0
3142,3.526315789473684,1.0857142857142856,3.6635616461296463,1
1833,3.34375,64.0,4.174387269895637,0
3790,4.107142857142857,28.0,3.367295829986474,0
1488,3.566666666666667,30.0,3.4339872044851463,0
6628,3.297935103244838,0.8329238329238329,5.8289456176102075,1
6639,3.4415584415584415,77.0,4.356708826689592,0
6667,3.53125,64.0,4.174387269895637,0
2971,3.9622641509433962,53.0,3.9889840465642745,0
28,2.8125,32.0,3.4965075614664802,0
911,3.8125,32.0,3.4965075614664802,0
3954,3.5416666666666665,24.0,3.2188758248682006,0
4820,4.173913043478261,23.0,3.1780538303479458,0
3360,3.423076923076923,0.5806451612903226,5.459585514144159,1
4930,4.0,12.75,3.9512437185814275,1
6031,2.9012345679012346,81.0,4.406719247264253,0
365,3.098360655737705,61.0,4.127134385045092,0
2638,3.596774193548387,62.0,4.143134726391533,0
1889,4.169491525423729,0.5221238938053098,4.0943445622221,1
1325,3.6666666666666665,27.0,3.332204510175204,0
5782,3.5344827586206895,58.0,4.07753744390572,0
725,4.25531914893617,94.0,4.553876891600541,0
1893,4.457142857142857,35.0,3.58351893845611,0
721,3.7277486910994764,5.457142857142857,5.2574953720277815,1
1440,3.875,56.0,4.04305126783455,0
1998,4.4,25.0,3.258096538021482,0
5422,3.8823529411764706,34.0,3.5553480614894135,0
6528,4.133333333333334,30.0,3.4339872044851463,0
3904,4.095238095238095,4.2,3.7612001156935624,1
5979,3.064516129032258,0.22302158273381295,3.4657359027997265,1
6008,4.073394495412844,109.0,4.700480365792417,0
5168,3.8378378378378377,37.0,3.6375861597263857,0
1836,4.022222222222222,45.0,3.828641396489095,0
1792,3.596774193548387,62.0,4.143134726391533,0
805,3.6818181818181817,22.0,3.1354942159291497,0
5875,3.3214285714285716,0.7,4.04305126783455,1
1401,3.0625,32.0,3.4965075614664802,0
1040,3.761904761904762,21.0,3.7612001156935624,0
329,4.0,23.0,3.1780538303479458,0
2753,2.984375,32.0,4.174387269895637,0
5591,3.7111111111111112,30.0,4.51085950651685,0
1595,3.481203007518797,133.0,4.897839799950911,0
3991,3.8666666666666667,30.0,3.4339872044851463,0
4256,3.446875,0.4513399153737659,5.771441123130016,1
5896,3.310810810810811,74.0,4.31748811353631,0
406,2.431578947368421,95.0,4.564348191467836,0
4072,3.59375,64.0,4.174387269895637,0
5587,3.6785714285714284,28.0,3.367295829986474,0
4166,3.925925925925926,0.8181818181818182,3.332204510175204,1
2364,3.769230769230769,26.0,3.295836866004329,0
2323,3.2427184466019416,103.0,4.6443908991413725,0
334,3.175141242937853,0.4597402597402597,5.181783550292085,1
1044,4.065573770491803,1.4523809523809523,4.127134385045092,1
3412,3.526315789473684,38.0,3.6635616461296463,0
5957,3.5625,6.4,3.4965075614664802,1
4876,3.411764705882353,17.0,3.5553480614894135,0
6128,3.671875,128.0,4.859812404361672,0
1151,4.28,25.0,3.258096538021482,0
942,3.5625,1.4545454545454546,3.4965075614664802,1
2419,3.851063829787234,47.0,3.871201010907891,0
2658,3.7295081967213113,122.0,4.812184355372417,0
749,3.1979166666666665,96.0,4.574710978503383,0
5311,3.6129032258064515,31.0,3.4657359027997265,0
1654,4.0,21.0,3.091042453358316,0
4457,4.0,3.15,4.844187086458591,1
228,3.4857142857142858,2.0588235294117645,3.58351893845611,1
1472,4.108433734939759,83.0,4.430816798843313,0
6546,3.4705882352941178,34.0,3.5553480614894135,0
1059,4.12,25.0,3.258096538021482,0
2191,3.0533333333333332,300.0,5.707110264748875,0
769,3.0591397849462365,0.9117647058823529,5.231108616854587,1
5282,3.5285714285714285,70.0,4.2626798770413155,0
6028,3.658536585365854,41.0,3.7376696182833684,0
705,3.453333333333333,75.0,4.330733340286331,0
93,3.890909090909091,1.2222222222222223,4.02535169073515,1
4754,3.5714285714285716,28.0,3.367295829986474,0
4706,4.083333333333333,72.0,4.290459441148391,0
1392,3.6666666666666665,60.0,4.110873864173311,0
3436,3.6818181818181817,22.0,3.1354942159291497,0
4376,4.1875,32.0,3.4965075614664802,0
4226,3.3689320388349513,0.7686567164179104,4.6443908991413725,1
986,3.6578947368421053,0.5080213903743316,5.25227342804663,1
2912,3.896551724137931,0.24267782426778242,4.07753744390572,1
5344,3.75,24.0,3.2188758248682006,0
4139,4.318181818181818,22.0,3.1354942159291497,0
857,3.3207547169811322,53.0,3.9889840465642745,0
381,3.8461538461538463,65.0,4.189654742026425,0
5672,3.5,86.0,4.465908118654584,0
3585,3.7169811320754715,53.0,3.9889840465642745,0
591,4.135135135135135,37.0,3.6375861597263857,0
3598,4.181818181818182,0.2773109243697479,3.5263605246161616,1
186,3.3095238095238093,0.21761658031088082,4.442651256490317,1
6468,3.7567567567567566,3.0833333333333335,3.6375861597263857,1
4725,3.5445544554455446,101.0,4.624972813284271,0
2653,3.5789473684210527,1.3571428571428572,4.343805421853684,1
899,3.193548387096774,31.0,3.4657359027997265,0
1445,3.5714285714285716,21.0,3.091042453358316,0
5993,4.130434782608695,23.0,3.1780538303479458,0
6038,3.621359223300971,103.0,4.6443908991413725,0
3147,4.384615384615385,26.0,3.295836866004329,0
875,3.6842105263157894,38.0,3.6635616461296463,0
6494,3.84375,32.0,3.4965075614664802,0
3633,3.606060606060606,99.0,4.605170185988092,0
704,3.1538461538461537,65.0,4.189654742026425,0
4642,2.989637305699482,193.0,5.267858159063328,0
1983,3.123404255319149,0.6891495601173021,5.4638318050256105,1
165,2.8392857142857144,112.0,4.727387818712341,0
6235,2.9019607843137254,51.0,3.9512437185814275,0
1723,2.411764705882353,51.0,3.9512437185814275,0
1869,3.109375,16.0,5.262690188904886,0
183,3.176470588235294,51.0,3.9512437185814275,0
3998,3.5288461538461537,104.0,4.653960350157523,0
1280,3.2916666666666665,2.0970873786407767,5.37989735354046,1
29,3.4915254237288136,177.0,5.181783550292085,0
5543,3.282051282051282,39.0,3.6888794541139363,0
3264,3.8267148014440435,0.8470948012232415,5.627621113690637,1
2616,3.8846153846153846,52.0,3.970291913552122,0
2028,3.0454545454545454,22.0,3.1354942159291497,0
1212,4.0,57.0,4.060443010546419,0
5467,3.7051282051282053,78.0,4.3694478524670215,0
5838,3.7062937062937062,143.0,4.969813299576001,0
1287,3.765957446808511,47.0,3.871201010907891,0
754,2.6341463414634148,164.0,5.10594547390058,0
6718,3.323529411764706,34.0,3.5553480614894135,0
6670,3.933333333333333,60.0,4.110873864173311,0
38,3.4864864864864864,37.0,4.31748811353631,0
100,3.5,0.14857142857142858,3.970291913552122,1
2294,3.6666666666666665,21.0,3.091042453358316,0
6605,3.8181818181818183,88.0,4.48863636973214,0
1636,3.789473684210526,38.0,3.6635616461296463,0
4927,3.259259259259259,54.0,4.007333185232471,0
6676,3.425287356321839,0.925531914893617,5.1647859739235145,1
433,4.097560975609756,41.0,3.7376696182833684,0
5561,3.607843137254902,4.25,4.634728988229636,1
3622,4.206896551724138,29.0,3.4011973816621555,0
4538,3.914285714285714,35.0,3.58351893845611,0
2776,4.03030303030303,99.0,4.605170185988092,0
1645,3.5462962962962963,108.0,4.6913478822291435,0
4061,3.297872340425532,47.0,3.871201010907891,0
2409,3.3354430379746836,1.975,5.0689042022202315,1
4109,4.0,32.0,3.4965075614664802,0
1694,3.611111111111111,36.0,3.6109179126442243,0
4505,3.7714285714285714,35.0,3.58351893845611,0
4236,3.4444444444444446,27.0,3.332204510175204,0
6576,3.816666666666667,30.0,4.110873864173311,0
1656,3.2962962962962963,27.0,3.332204510175204,0
3343,3.64,75.0,4.330733340286331,0
5651,3.357142857142857,1.0,4.04305126783455,1
1442,3.686868686868687,0.47596153846153844,4.605170185988092,1
954,3.9622641509433962,53.0,3.9889840465642745,0
556,3.4444444444444446,27.0,3.332204510175204,0
908,3.6363636363636362,88.0,4.48863636973214,0
3621,3.3164556962025316,79.0,4.382026634673881,0
4821,3.723404255319149,47.0,3.871201010907891,0
5732,3.7142857142857144,70.0,4.2626798770413155,0
1531,3.5,28.0,3.367295829986474,0
390,3.735632183908046,1.6730769230769231,4.477336814478207,1
1474,4.148514851485149,50.5,4.624972813284271,0
3506,3.440677966101695,59.0,4.0943445622221,0
542,3.652173913043478,23.0,3.1780538303479458,0
934,3.7037037037037037,54.0,4.007333185232471,0
4828,2.891304347826087,46.0,3.8501476017100584,0
1264,3.1904761904761907,42.0,3.7612001156935624,0
1638,3.8579234972677594,183.0,5.214935757608986,0
506,3.4571428571428573,0.23648648648648649,3.58351893845611,1
796,3.473684210526316,0.9156626506024096,4.343805421853684,1
75,3.9148936170212765,4.2727272727272725,3.871201010907891,1
101,3.4959349593495936,123.0,4.820281565605037,0
6273,3.7,30.0,3.4339872044851463,0
3274,3.765957446808511,47.0,3.871201010907891,0
3237,3.6176470588235294,68.0,4.23410650459726,0
2932,3.7,50.0,3.9318256327243257,0
831,3.7837837837837838,37.0,3.6375861597263857,0
980,3.324675324675325,77.0,4.356708826689592,0
2390,3.1,20.0,3.044522437723423,0
1369,3.445026178010471,0.6063492063492063,5.2574953720277815,1
2162,3.52,100.0,4.61512051684126,0
366,3.5365853658536586,41.0,3.7376696182833684,0
4591,3.843137254901961,51.0,3.9512437185814275,0
2740,3.840909090909091,2.933333333333333,5.176149732573829,1
4922,3.63265306122449,49.0,3.912023005428146,0
3407,3.8658536585365852,0.3048327137546468,4.418840607796598,1
1831,3.4479166666666665,0.30094043887147337,4.574710978503383,1
52,3.35,20.0,3.044522437723423,0
4892,3.3795620437956204,1.583815028901734,5.616771097666572,1
4990,4.068965517241379,29.0,3.4011973816621555,0
2815,4.0,27.0,3.332204510175204,0
4767,3.757575757575758,33.0,3.5263605246161616,0
4117,3.3013698630136985,0.36683417085427134,4.30406509320417,1
108,3.2222222222222223,90.0,4.51085950651685,0
2183,3.525,40.0,3.713572066704308,0
5398,3.4642857142857144,28.0,3.367295829986474,0
3978,3.9245283018867925,53.0,3.9889840465642745,0
249,3.8846153846153846,7.428571428571429,3.970291913552122,1
4511,3.610169491525424,0.19601328903654486,4.0943445622221,1
4207,3.5526315789473686,38.0,3.6635616461296463,0
3068,4.224137931034483,116.0,4.762173934797756,0
3199,3.378238341968912,24.125,5.267858159063328,0
5899,3.737704918032787,61.0,4.127134385045092,0
5826,3.3703703703703702,54.0,4.007333185232471,0
1105,3.873873873873874,111.0,4.718498871295094,0
3862,3.326388888888889,144.0,4.976733742420574,0
4086,3.65,20.0,3.044522437723423,0
2958,2.8860759493670884,79.0,4.382026634673881,0
6728,3.4672131147540983,122.0,4.812184355372417,0
3570,3.18348623853211,109.0,4.700480365792417,0
2968,3.269230769230769,26.0,3.295836866004329,0
4665,3.806451612903226,4.133333333333334,4.143134726391533,1
6263,3.8875,0.22727272727272727,4.394449154672439,1
4987,4.1,20.0,3.044522437723423,0
233,3.253012048192771,0.2455621301775148,4.430816798843313,1
4435,3.490566037735849,0.5353535353535354,3.9889840465642745,1
2216,3.107142857142857,9.333333333333334,3.367295829986474,1
5687,3.9655172413793105,29.0,3.4011973816621555,0
4198,3.6951219512195124,82.0,4.418840607796598,0
5662,3.8684210526315788,38.0,4.343805421853684,0
4138,3.61,100.0,4.61512051684126,0
4213,4.181818181818182,33.0,3.5263605246161616,0
6277,3.909090909090909,33.0,3.5263605246161616,0
2504,3.6296296296296298,27.0,3.332204510175204,0
6193,3.4285714285714284,35.0,3.58351893845611,0
4881,3.9,20.0,3.044522437723423,0
1405,3.7586206896551726,29.0,3.4011973816621555,0
6618,4.097087378640777,103.0,4.6443908991413725,0
2883,3.7547169811320753,53.0,3.9889840465642745,0
5424,3.4242424242424243,33.0,3.5263605246161616,0
3612,3.5245901639344264,122.0,4.812184355372417,0
3285,3.585714285714286,70.0,4.2626798770413155,0
6535,3.350515463917526,97.0,4.584967478670572,0
1417,3.5046728971962615,107.0,4.68213122712422,0
1661,4.282051282051282,39.0,3.6888794541139363,0
3227,4.0,0.751412429378531,5.58724865840025,1
5413,4.9,20.0,3.044522437723423,0
5727,3.282051282051282,39.0,3.6888794541139363,0
1875,4.2727272727272725,22.0,3.1354942159291497,0
2612,3.169811320754717,0.8548387096774194,4.672828834461906,1
1533,4.204545454545454,44.0,3.8066624897703196,0
960,3.6103896103896105,77.0,4.356708826689592,0
6420,4.1,30.0,3.4339872044851463,0
6644,3.7096774193548385,31.0,3.4657359027997265,0
3136,3.1176470588235294,51.0,3.9512437185814275,0
3082,3.111111111111111,27.0,3.332204510175204,0
2671,2.972027972027972,3.1777777777777776,4.969813299576001,1
1126,3.3134328358208953,67.0,4.219507705176107,0
966,3.7916666666666665,24.0,3.2188758248682006,0
1054,4.461538461538462,26.0,3.295836866004329,0
509,4.065040650406504,123.0,4.820281565605037,0
4523,3.7333333333333334,30.0,3.4339872044851463,0
2247,3.5,1.6153846153846154,3.7612001156935624,1
2127,3.782178217821782,0.32371794871794873,4.624972813284271,1
1332,3.892857142857143,28.0,3.367295829986474,0
515,3.789473684210526,57.0,4.060443010546419,0
2003,3.5098039215686274,2.55,3.9512437185814275,1
1100,3.125,48.0,3.8918202981106265,0
